gene_symbol,Control_rep2,Control_rep3,siCHD4_rep1,siCHD4_rep2,siCHD4_rep3,siARID1A_rep1,siARID1A_rep2,siARID1A_rep3,siCHD4siARID1A_rep1,siCHD4siARID1A_rep2,siCHD4siARID1A_rep3
ZNF470,2.450035259,2.767903287,1.98301534,2.763531593,2.037691176,2.632666235,3.185488607,2.926389271,2.223875496,2.428645245,2.609674549
ZNF71,3.448987432,3.380239519,3.655557547,3.569059005,3.202058227,3.568987898,3.773419347,3.276037005,3.420750377,3.520119625,3.606376517
SMIM17,0.499129606,0.218713002,0,0.699195619,0,0.639071119,0.526156822,0,0.218069761,0.314462984,0.1123805
ZNF835,0,0,0,0,0,0,0,0,0,0,0
ZIM2,0,0,0,0,0,0,0.121701854,0,0,0,0
PEG3,0,0,0,0.12311737,0,0,0,0,0,0,0
MIMT1,0,0,0,0,0,0,0,0,0,0,0
RPL7AP69,0,0,0,0,0,0,0,0,0,0,0
LOC100419839,0,0,0,0,0,0,0,0,0,0,0
USP29,0,0,0,0,0,0,0,0,0,0,0
ZIM3,0,0,0,0,0,0,0,0,0,0,0
DUXA,0,0,0,0,0,0,0,0,0,0,0
ZNF264,4.83857308,5.072841353,4.325895264,4.545998571,4.341443462,5.243227827,5.146283332,5.065617767,4.585434678,4.700680024,4.342020784
AURKC,0.581141739,0.316774277,0.3575584,0.439721482,0.711145465,0.245830752,0.435170143,0.43026014,0.574856072,0.649183393,0.313862762
ZNF805,2.288532715,2.301201425,2.422088466,2.349913893,2.569868127,2.696077034,2.433194089,2.655126708,2.390277911,2.792095542,1.877094637
ZNF460-AS1,0.412172877,0.408592345,0,0.12311737,0.398954152,0.550347566,0.121701854,0.43026014,0.113151241,0.217064144,0.313862762
ZNF460,1.930113632,2.039210455,1.761571775,2.374907001,2.145491896,2.795935695,2.822365566,2.694379959,1.94694977,2.450237104,2.289392648
ZNF543,2.928610939,2.481159532,2.859559908,3.214896017,3.098554836,3.02721639,2.875242396,3.082488911,2.896361617,2.905857536,2.628696679
ZNF304,4.334849425,4.344545314,4.253284188,4.332951842,4.053896248,4.154832055,4.237836466,4.538444897,4.351768093,4.412491826,4.404058923
ZNF547,1.495074301,1.306411075,1.876538148,1.945135581,1.655454439,1.810635453,1.464851935,0.83335337,1.524328152,1.519645835,0.91923725
TRAPPC2B,1.866119826,2.067656889,1.820199848,2.132660184,1.760918311,1.417908372,1.965167298,1.704251125,1.852326728,2.140674462,1.6351843
ZNF548,3.813749924,3.581057862,3.238430788,3.525079427,3.504992853,3.12261945,3.923227992,3.288916966,3.282429612,3.275985836,3.454740244
ZNF17,2.814563729,3.064585541,2.66536046,2.560643736,2.768410633,2.815104008,2.690883984,2.958989674,2.55956243,2.704968599,2.570860914
ZNF749,3.172998802,2.977314851,3.030692707,3.282497651,3.071475626,3.349914602,3.305937632,3.351646409,3.195160832,3.299967782,3.320796936
VN1R1,0.658741476,0.113497158,0.098033997,0,0.213223904,0.354636167,0,0,0.113151241,0,0.404948768
VN1R107P,0,0,0,0,0,0,0,0.120178238,0,0,0
ZNF772,2.974857112,3.021609986,2.773164081,3.038424717,2.119287433,2.67524825,2.433194089,2.508665219,2.912084824,2.492474902,2.381987819
ZNF419,3.019666775,2.481159532,3.194782808,2.399474495,3.125135122,3.075706383,2.926249539,3.458112932,2.55956243,3.082162018,2.772467195
ZNF773,2.653292983,2.785136319,2.66536046,2.560643736,2.626781442,2.815104008,2.651006715,2.463934928,2.81506764,2.612239785,2.964376398
ZNF549,2.912860145,3.298589528,3.030692707,3.456489291,3.298630456,3.182887584,3.3564037,3.39993729,3.220638049,3.369610637,3.285273637
ZNF550,3.699047139,3.249770072,3.311774517,3.64293767,3.043878404,3.534708683,3.199379298,3.619763615,3.770423354,3.656399546,3.261096003
ZNF416,2.831418628,2.678508145,2.859559908,2.872844234,2.58908978,2.398578528,2.651006715,2.552050265,2.498384694,2.775086015,3.037370286
ZIK1,0.412172877,0.862729154,1.463542944,1.109770392,1.235019183,1.142439574,1.214288682,1.203537571,1.255197614,1.251027757,1.037829298
ZNF530,3.699047139,3.774667287,3.778925489,3.862055901,3.813588322,3.698497678,4.01248125,3.863104349,3.812919452,3.647080854,3.454740244
ZNF134,4.765909299,4.656888871,4.678628137,5.039693325,4.761351252,4.865175039,4.790215473,4.767362293,4.756309057,4.833952701,4.746438584
ZNF211,3.584408422,3.530860874,3.703065288,3.844269346,3.746690777,3.635195552,3.405163947,3.351646409,3.485235892,3.599562551,3.596748507
TPRG1LP1,0,0,0,0,0,0,0,0,0,0,0.1123805
ZSCAN4,0,0,0,0,0,0,0,0,0.113151241,0,0
ZNF551,3.863762855,3.766013747,3.663584941,4.01297571,3.983007677,4.069608307,4.237836466,4.246553277,3.933376704,3.702110966,3.7950048
ZNF154,0,0.862729154,0.189828151,0.617781509,0.711145465,0.128145153,1.100458592,0,0.113151241,0.217064144,0.404948768
ZNF671,2.831418628,2.802165928,3.259769358,2.958008666,2.71691518,2.77650927,2.524301622,2.751327173,2.973318111,3.02575432,2.647471259
ZNF776,4.224336228,4.235938142,4.078178219,3.964402389,4.211038999,4.483117252,4.335413952,4.384949904,4.093633195,4.339162025,4.258997174
ZNF586,3.091388936,2.835633704,2.817008625,2.81922299,2.897370581,2.959918773,3.069268375,3.126205179,2.781222523,3.239248462,2.590398256
ZNF552,2.359972598,2.393984601,2.727945193,2.374907001,2.510617083,2.834020977,2.875242396,2.39412651,2.198455893,2.553599767,2.336432975
ZNF587B,3.034299293,3.106317868,2.992963812,3.06937667,3.164109297,3.426695167,3.440682207,3.223335524,3.245673148,3.175860913,3.211490139
ZNF814,0.658741476,1.306411075,0.826561194,1.224215786,1.460498509,1.259010518,1.510136038,1.203537571,0.984813683,1.847136075,0.790016514
ZNF587,5.204755047,5.400918497,5.068470684,5.100894393,5.145823543,5.516389246,5.428691752,5.584848285,5.163423733,5.486674551,5.282176644
ZNF417,3.159713731,3.106317868,3.301522376,3.295646003,3.125135122,3.362998499,3.280026783,3.236692476,3.536855926,2.905857536,3.211490139
ZNF418,1.052928872,0.576362547,0.643866679,0.699195619,0.398954152,0.876557592,0.692536992,0.902028272,0.724829356,1.200960211,0.648072672
ZNF256,2.89693549,2.563365724,2.649280669,2.665651273,2.339574779,3.182887584,2.748706391,3.446663962,2.434497381,3.136446977,3.051536123
RPL19P19,0,0,0,0,0,0,0,0,0,0,0
C19orf18,0,0,0,0,0.213223904,0,0,0.33411903,0,0.11261059,0
ZNF606,2.690721031,3.133483504,2.859559908,2.538692888,2.171228872,3.010683995,2.94285889,2.788080306,2.746564298,2.704968599,3.106848191
LOC100128398,2.187419772,1.645256749,1.56987493,1.876789365,1.618514067,1.514881648,1.596650917,1.704251125,1.303685237,1.780514538,1.557900838
ZSCAN1,0,0,0,0,0,0,0,0,0,0,0
ZNF135,0.319636852,0.576362547,0.189828151,0.236549226,0.110547565,0.550347566,0.233931168,0.120178238,0.315872737,0.314462984,0.313862762
RN7SL526P,0,0,0,0,0,0,0,0,0,0,0
ZSCAN18,2.614868013,2.962242341,2.66536046,2.516402889,3.098554836,2.94259216,2.975514714,2.893035135,3.258029647,2.936778738,2.871610449
ZNF329,3.744249189,3.882680344,3.410477747,3.456489291,3.484609251,3.80779558,3.585226516,3.640010655,3.420750377,3.711081982,3.366840354
ZNF274,4.517786673,4.285219966,4.74444146,4.599992868,4.696365092,4.547569124,4.501587047,4.323682771,4.738782151,4.833952701,4.661244627
RPS15AP36,0,0,0.434635806,0.12311737,0,0,0,0,0,0,0
LOC100419847,0,0,0,0,0,0,0,0,0,0,0
ZNF544,4.943075701,4.782334778,4.958580914,5.166778122,5.15552657,5.050464315,4.799364976,4.8992023,5.075397647,5.226936922,5.037255511
ZNF544,0,0,0,0,0.110547565,0,0,0,0,0.11261059,0
ZNF8-DT,1.898471523,1.950342531,1.820199848,1.690256319,1.760918311,1.810635453,2.204366232,2.161812001,1.153041406,1.780514538,1.877094637
ZNF8,3.822206742,4.297281804,3.671567916,4.14233254,4.025957397,4.371014482,4.203786794,4.115316018,4.030209886,4.114180557,4.049108897
ZNF8-ERVK3-1,0.658741476,0.72663948,0.768196353,0.919039602,0.563477945,0.722652987,0.769044334,1.308462951,1.099116074,1.149092449,1.476241897
ERVK3-1,3.04878489,3.334149674,3.091461104,3.214896017,3.098554836,3.375964803,3.3564037,3.140487769,3.341682944,3.263843693,3.248853524
LOC100887072,0,0,0,0,0,0.128145153,0,0,0,0,0
ZSCAN22,3.250238307,3.446725816,3.270321443,3.308675607,3.378133626,3.375964803,3.113955243,3.097208679,3.387393498,3.509874468,3.606376517
MIR6806,0,0,0,0,0,0,0,0,0,0,0
A1BG,0.319636852,0.653456811,0.189828151,0.985457987,0.483560049,0.128145153,0,0.120178238,0.218069761,0.314462984,0.313862762
A1BG-AS1,2.880833092,3.133483504,3.043052885,3.269228365,2.972483455,2.85269311,2.651006715,2.508665219,2.880465161,3.068265506,2.72021774
ZNF497,0,0.494914811,0.507803285,0.849415279,0.213223904,0.354636167,0.526156822,0.605223869,0.574856072,0.217064144,0.404948768
ZNF837,1.452128634,1.155563132,1.388035289,0.699195619,1.025236542,1.605745215,1.039988201,1.090378352,0.794347891,1.391579599,1.199227928
RPS5,8.616678105,8.680603509,8.924261676,8.916537632,8.919112616,8.612867965,8.591098843,8.511336747,8.910820775,8.855916766,8.835052149
MIR4754,0,0,0,0,0,0,0,0,0,0,0
RNF225,0,0,0,0,0,0,0,0,0,0,0
LINC02560,0.114596401,0,0,0,0,0,0,0,0,0.217064144,0
ZNF584,4.459347606,4.273056433,4.330944566,4.584005697,4.604896416,4.351453603,4.414951291,4.414634621,4.760657715,4.445118876,4.468826574
ZNF132,0.802440653,1.10155939,2.240814304,1.767786804,1.418134065,1.605745215,0.841697936,1.742207418,1.884562251,2.140674462,1.557900838
ZNF324B,2.614868013,2.962242341,2.954221687,2.958008666,3.098554836,2.67524825,3.023152984,3.276037005,3.398598371,3.436045886,3.46536052
ZNF324,3.822206742,3.600657623,4.221010425,3.896984371,4.204821999,3.645940677,3.486719275,3.708717995,3.804519784,3.994367228,3.828297175
ZNF446,3.146305186,3.006995532,3.572726914,3.55818916,3.378133626,3.182887584,3.199379298,2.958989674,3.364719251,3.425183628,2.839313843
SLC27A5,1.616735516,2.502154377,2.633019636,1.876789365,2.171228872,1.990013129,1.965167298,2.417773293,2.146232252,2.31555515,2.510609409
RNU6-1337P,0,0,0,0,0,0,0,0,0,0,0
RN7SL693P,0,0,0,0,0,0,0,0,0,0,0
ZBTB45,3.642866152,3.825526036,3.771516472,3.761399273,3.738106185,3.534708683,3.428939679,3.588850093,3.699713411,3.711081982,3.884771813
RN7SL525P,0,0,0,0,0,0,0,0,0,0,0
TRIM28,8.85220206,8.794281703,9.135237347,9.030536407,9.083368351,8.908630254,8.854881543,8.866368391,9.166939861,9.035378796,9.06999036
MIR6807,0,0,0,0,0.110547565,0,0,0,0,0,0
CHMP2A,5.649325523,5.855093162,6.12737826,6.074008315,5.97997007,5.601651895,5.667266116,5.79581407,6.062675033,5.851670156,5.956100725
UBE2M,6.503018749,6.478159104,6.556055819,6.500340651,6.522722965,6.453916163,6.480291339,6.525532066,6.565974491,6.374947689,6.550854369
MZF1-AS1,0.802440653,0.926244341,1.038933945,1.224215786,1.080610588,0.947761086,0.233931168,1.090378352,1.043096582,0.857446746,1.147409014
MZF1,4.369882758,4.395929213,4.66669583,4.383088509,4.571461259,4.524463855,4.310031764,4.354641543,4.199929406,4.503083612,4.190237996
CENPBD2P,4.670780752,4.778037431,4.91889141,4.589354462,4.623659977,4.536062744,4.729286025,4.803714263,4.924657246,4.578550877,4.599913181
DEFB125,0,0,0,0,0,0,0,0,0,0,0
DEFB126,0,0,0,0,0,0,0,0,0,0,0
DEFB127,0,0,0,0,0,0,0,0,0,0,0
DEFB128,0,0,0,0,0,0,0,0,0,0,0
DEFB129,0,0,0,0,0,0,0,0,0,0,0
DEFB132,0,0,0,0,0,0,0,0,0,0,0
C20orf96,2.745103147,3.435855372,3.091461104,3.479716892,3.263169081,2.925054924,3.023152984,3.126205179,2.896361617,3.109559808,2.964376398
ZCCHC3,5.155410009,5.187449901,5.195708126,5.078247144,5.339864685,5.33572553,5.142693298,5.274306508,5.31304147,5.329530415,5.156739708
NRSN2-AS1,1.991389012,1.56771102,1.499864721,1.805043598,2.245794577,1.885083514,1.828838516,2.045194368,1.785610927,2.05870884,1.877094637
SOX12,6.443965933,6.395012536,6.729543396,6.426057989,6.527712591,6.572709613,6.357132579,6.479926345,6.716827115,6.670006849,6.693183724
NRSN2,5.983041648,6.067185626,6.33136563,6.173515352,6.270781146,5.861109998,5.718808571,5.995628826,6.276676763,6.109178007,6.238970909
TRIB3,5.233571743,5.36698566,5.78138832,5.689316735,5.723675713,5.001103645,4.987235895,4.960863287,5.365375996,5.478816971,5.383644435
RBCK1,6.505646379,6.487401105,6.869719112,6.68279478,6.828931957,6.71853805,6.478868368,6.54579475,6.715707668,6.879472981,6.835060402
TBC1D20,6.587299157,6.775179568,6.861891226,6.914588192,6.852984833,6.62116086,6.825256939,6.752869412,6.946990628,6.857420931,6.917616732
CSNK2A1,7.780807307,7.792742985,7.678354035,7.657411771,7.594888847,7.83886604,7.830643496,7.84758675,7.677547649,7.715118653,7.71707367
TCF15,0,0,0,0,0,0,0,0,0,0,0
SRXN1,1.362200717,1.045455274,1.463542944,0.699195619,1.025236542,0.876557592,0.841697936,0.685342697,1.884562251,1.637264878,1.877094637
SCRT2,0,0,0,0,0,0,0,0,0,0,0
SLC52A3,0,0,0.3575584,0.236549226,0.110547565,0,0.121701854,0,0,0.314462984,0.1123805
FAM110A,3.438024315,3.590891027,3.892569991,3.663369145,3.916086129,3.677704065,3.585226516,3.708717995,3.796070925,3.25159849,4.020588329
RPS10P5,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,0,0,0,0,0,0,0,0,0,0,0
RSPO4,0,0.113497158,0,0,0,0,0.121701854,0,0,0,0
PSMF1,7.320242275,7.333953803,7.562927244,7.463513412,7.545314233,7.269264079,7.32077089,7.387511226,7.518452511,7.489966187,7.488218397
TMEM74B,0.220756191,0,0.577438438,0.776259757,0.967651983,0.639071119,0.611744073,0.520392735,0.218069761,0.721996544,0.91923725
C20orf202,0.114596401,0,0,0.12311737,0,0,0.121701854,0,0,0,0
RAD21L1,0,0,0,0,0.110547565,0,0,0.120178238,0,0,0
SNPH,3.159713731,2.992231518,3.043052885,2.603568186,3.098554836,3.075706383,3.054059777,3.037406455,2.912084824,3.068265506,2.684302972
SDCBP2,0.933114331,0.926244341,1.179925366,0.341708952,0.711145465,0.639071119,0.976871893,0.43026014,1.153041406,0.791310687,0.85607317
SDCBP2-AS1,2.383020817,1.485759212,1.903903196,1.690256319,2.119287433,1.366862542,1.554041891,2.104681186,1.977160155,2.001358036,1.708537431
FKBP1A,8.168041486,8.232303749,8.148743926,8.185627945,8.07945677,8.076333909,8.095409661,8.071415543,8.078537567,8.035226527,8.055641801
MIR6869,0,0,0,0,0,0,0,0,0,0,0
NSFL1C,6.924257658,6.980808312,7.156665083,7.089921405,7.191601559,7.081174385,6.933102759,7.042479222,7.155379156,7.076300129,7.060178446
SIRPB2,0,0.113497158,0,0,0,0.128145153,0,0,0.113151241,0,0
RNU6-917P,0,0,0,0,0,0,0,0,0,0,0
SIRPD,0,0,0,0,0,0,0.233931168,0,0,0,0
SIRPB1,0.732379464,0.113497158,0.768196353,0.439721482,0.483560049,0.128145153,0.910867484,1.090378352,0.86067,0.920683423,0.790016514
SIRPG,0.114596401,0,0.098033997,0,0,0,0.121701854,0,0.113151241,0,0
SIRPG-AS1,0,0,0,0,0,0,0,0.120178238,0,0,0.216636074
RN7SL561P,0,0,0,0,0,0,0,0,0,0,0
CKAP2LP1,0,0.218713002,0,0.236549226,0,0,0.121701854,0,0.407464323,0,0.216636074
LOC100289473,0,0,0,0,0,0,0,0,0.113151241,0,0
SIRPA,6.376662278,6.475507621,6.594353438,6.588452619,6.61820796,6.332792984,6.392327182,6.384147828,6.605192008,6.608922214,6.538334636
PDYN-AS1,0,0,0,0,0,0,0,0,0,0,0
PDYN,0,0,0.098033997,0,0,0,0,0,0,0,0
STK35,6.376662278,6.558027441,6.418144936,6.451246245,6.460156965,6.588113209,6.588489939,6.541764917,6.57340944,6.612517514,6.380359592
TGM3,0,0,0,0,0,0,0,0,0,0,0.1123805
TGM6,0,0,0,0,0,0,0,0,0,0,0
SNRPB,7.643200515,7.655996382,8.055735124,7.968319573,7.930591391,7.738902415,7.709687567,7.686578613,8.077666442,8.047673909,8.008765682
ZNF343,3.813749924,4.020025324,3.829749822,3.732683243,4.060797232,3.739206845,3.810093475,3.986831528,3.787572295,3.772364075,3.778066006
TMC2,0,0,0,0,0,0,0,0,0.113151241,0,0
NOP56,7.25224275,7.190966714,7.45548463,7.390326064,7.439418598,7.351158307,7.316794026,7.355727709,7.602010733,7.468965104,7.504400665
MIR1292,0,0,0,0,0,0,0,0,0,0,0
SNORD110,0,0,0,0,0,0,0,0,0,0,0
SNORA51,0,0,0,0,0,0,0,0,0,0,0
SNORD86,0,0,0,0,0,0,0,0,0,0,0
SNORD56,0,0,0,0,0,0,0,0,0,0,0
SNORD57,0,0,0,0,0,0,0,0,0,0,0
IDH3B,6.600879353,6.589021864,6.98230951,6.823340147,6.988539293,6.426134535,6.60684573,6.491115379,6.699943511,6.618489843,6.640270483
EBF4,2.263911057,2.348338773,2.440892938,2.645252321,2.71691518,2.023359628,1.898612622,2.104681186,1.751059236,2.450237104,2.359390195
RPL19P1,0,0,0,0,0,0,0,0,0,0,0
CPXM1,3.186162652,3.424902399,3.484849428,3.158437149,3.28690658,3.487698066,3.3564037,3.567866833,3.318272827,3.719997559,3.454740244
C20orf141,0,0.218713002,0.189828151,0,0,0.128145153,0,0,0,0.11261059,0.1123805
TMEM239,0.581141739,0,0,0,0,0,0,0,0.113151241,0,0.1123805
PCED1A,5.047747031,4.86164254,5.347926565,5.047486953,5.362382763,5.207406276,5.149864454,5.069355209,5.30114918,5.263985135,5.198714882
VPS16,4.608585161,4.905640572,5.031729448,5.051368035,4.890916197,4.897007271,4.887803555,4.825977722,5.205501318,5.172767909,5.23950324
PTPRA,6.944734264,6.892130682,7.114828637,7.039033348,7.068609047,6.940973065,6.912168912,6.827595419,6.983725017,7.068467974,7.040781689
GNRH2,0.114596401,0.113497158,0.189828151,0.12311737,0,0.128145153,0.526156822,0.120178238,0.218069761,0.721996544,0.404948768
MRPS26,5.121550002,5.086806929,5.059372723,4.975780568,5.276064006,5.07452545,5.053738274,4.952792506,5.166704401,5.323693293,5.414114658
OXT,0,0,0,0,0.110547565,0,0,0,0,0,0
AVP,0,0,0,0,0,0,0,0,0,0,0
RN7SL555P,0,0,0,0.12311737,0,0,0,0,0,0,0
UBOX5-AS1,0,0,0,0,0,0,0,0,0,0,0
UBOX5,4.004171121,4.091032192,4.199086373,3.914136527,3.738106185,3.900446976,4.035894363,3.978905116,4.030209886,4.093747165,3.976721611
FASTKD5,4.846886049,4.925204545,4.95204136,4.707201355,4.651355536,4.813689161,4.967078389,4.8992023,5.160135587,4.925439665,4.793555505
LZTS3,4.730405498,4.778037431,5.145005137,4.869878291,5.103006239,4.598241496,4.675641056,4.538444897,4.869353114,4.993198793,4.843259386
DDRGK1,5.331606978,5.200353721,5.607127632,5.503496165,5.560409208,5.556806289,5.321631713,5.476428183,5.749199788,5.515124984,5.708177006
ITPA,5.504459251,5.474469356,5.760956412,5.733467409,5.695130774,5.645145417,5.522839742,5.531656481,5.711509494,5.825059639,5.728157895
SLC4A11,2.880833092,3.050402123,3.836866457,3.683515305,3.916086129,3.568987898,3.475346999,3.679671718,3.65369249,3.831148779,3.46536052
DNAAF9,5.283421922,5.260118402,5.420778214,5.469091763,5.482887716,5.21824644,5.327968207,5.340756471,5.393650809,5.47091636,5.291159008
RNU6-1019P,0,0,0,0,0,0,0,0,0,0,0
ATRN,7.448004401,7.38853121,7.410281548,7.449611161,7.509191362,7.48733565,7.605958647,7.480970895,7.464159206,7.519629522,7.483654644
SF3A3P1,0,0,0,0.12311737,0,0,0.121701854,0.120178238,0,0,0
GFRA4,0,0,0,0,0,0,0,0,0,0,0
ADAM33,4.618329978,4.488260936,5.133491652,5.020023044,4.906323298,3.349914602,3.706907013,3.629922653,3.681480826,4.362124587,3.769521441
SIGLEC1,0,0,0,0,0,0,0,0,0,0,0
HSPA12B,0,0.113497158,0.276129481,0,0.213223904,0,0.338056623,0,0.113151241,0.11261059,0.404948768
C20orf27,5.954476115,5.938323746,5.956586329,6.081619239,6.003442054,5.963445551,5.861047261,5.999551799,5.996001575,6.032524445,6.024126473
SPEF1,0.869256476,1.155563132,1.53529446,1.565540393,1.374487865,1.259010518,0.769044334,1.358196142,1.303685237,1.814209833,1.433611106
CENPB,7.023852515,7.01224852,7.196631064,7.087088379,7.179763553,6.951838701,6.989152179,6.922599232,6.97626563,6.903151457,7.001187839
CDC25B,8.043381008,8.013063367,8.277570722,8.22868076,8.187446899,7.903536668,7.893406278,7.892582364,8.094559225,8.058258278,8.028594723
LINC01730,0,0.494914811,0.189828151,0,0.398954152,0.245830752,0,0,0.315872737,0.217064144,0
AP5S1,4.491516534,4.303275116,4.305519455,4.313692097,4.386085412,4.403037874,4.231090518,4.010352772,4.316757532,3.949586756,4.111290526
MAVS,8.202055396,8.200142986,8.254836231,8.395974325,8.255571892,8.019110073,8.116152559,8.104121596,8.061895567,8.113433042,8.066581823
PANK2,6.168575459,6.200003869,6.302096439,6.130134998,6.138410518,6.196912132,6.282427542,6.308686462,6.116257937,6.363613684,6.363425431
MIR103A2,0.412172877,0,0.098033997,0.236549226,0.110547565,0,0,0,0.113151241,0,0.1123805
MIR103B2,0,0,0,0,0,0,0,0,0,0,0
RNF24,7.025684398,7.050163676,7.289039171,7.323694239,7.241805942,6.891038841,7.153361689,6.766747018,7.188841425,7.371897781,7.280649891
RPL21P2,0,0,0,0,0,0,0,0,0,0,0.1123805
SMOX,4.666090521,4.519487311,5.337929018,5.477770086,5.243073441,4.603763449,4.284195002,4.647472783,5.192684589,5.136601477,5.173028853
LINC01433,0,0,0.189828151,0.12311737,0.309075793,0.128145153,0.121701854,0.120178238,0.113151241,0,0.404948768
ADRA1D,0,0,0,0,0,0,0,0,0,0.217064144,0.404948768
RPL7AP12,0,0,0,0,0,0,0,0,0,0,0
RPS4XP2,0,0.218713002,0.098033997,0,0,0.354636167,0,0,0.218069761,0.217064144,0
PRNP,8.548870624,8.529342623,8.223276599,8.232958932,8.30654072,8.732689324,8.766670493,8.675123284,8.530835444,8.478743083,8.681550993
PRND,0,0.113497158,0,0,0.309075793,0,0,0,0,0,0
PRNT,0,0,0,0,0,0,0,0,0,0,0
RASSF2,1.728930274,1.527316944,1.930758831,2.07281997,1.655454439,1.015615035,1.100458592,1.203537571,0.86067,1.149092449,1.344373455
SLC23A2,5.677563995,5.784011902,5.817811741,5.899838311,5.939357045,5.743472784,5.692039917,5.855473529,5.832116973,5.766021142,5.836435636
RPS21P7,0,0,0,0,0,0,0,0,0,0,0
TMEM230,6.684426794,6.845660384,6.493258825,6.437966085,6.483456876,6.575522527,6.581877286,6.710417203,6.458988249,6.47971245,6.334752484
RNA5SP474,0,0,0,0,0,0,0.121701854,0,0.218069761,0,0
PCNA,8.684343319,8.655932612,8.584698014,8.64583485,8.618596635,8.638314384,8.701365014,8.681852696,8.649607484,8.715865953,8.732448496
CDS2,6.856914115,6.924569439,6.789460629,6.906040288,6.847009105,6.798965232,6.872621844,6.861401315,6.904391796,6.94177192,6.926291179
PROKR2,0,0,0,0,0,0,0,0,0,0,0
RNA5-8SP7,0,0,0,0,0,0,0,0,0,0,0
LINC00658,0,0,0,0,0,0,0,0,0,0,0
LINC00654,0.220756191,0.113497158,0.936651853,0.776259757,0.845091985,0,0.338056623,0.120178238,1.350596087,0.857446746,0.97975149
LINC01729,0,0,0,0,0,0,0,0,0,0,0
RPS18P1,0,0,0,0,0,0,0,0,0,0,0
GPCPD1,3.604158693,3.8502985,3.371802966,3.536200648,3.554726392,3.953309934,3.96448334,3.567866833,3.787572295,3.589868148,3.186032569
SHLD1,1.452128634,1.353381251,1.98301534,1.72954231,1.980611521,1.313944136,1.828838516,1.815249478,2.223875496,1.941632672,2.056378359
RNU1-55P,0,0,0,0,0,0,0,0,0,0,0
CHGB,0.933114331,0.316774277,0.707370424,0.341708952,0.483560049,0.639071119,0.233931168,0.43026014,0.574856072,0.649183393,0.97975149
TRMT6,5.459087406,5.606356263,5.260653932,5.303232241,5.48545453,5.733432512,5.528352937,5.534363168,5.435050395,5.162993909,5.306006444
MCM8,6.653956818,6.751264868,6.666030882,6.653730773,6.501322399,6.773468086,6.631389391,6.839681937,6.503777358,6.639787803,6.660052163
MCM8-AS1,0,0,0,0,0.711145465,0,0,0,0,0,0
RN7SL498P,0,0,0,0,0,0,0,0,0,0,0
CRLS1,5.634996275,5.713753059,5.273823982,5.184557563,5.203086311,5.819002671,5.692039917,5.807049867,5.359653922,5.403339059,5.438574884
LRRN4,6.28480551,6.247401918,6.696670434,6.617539527,6.700049036,5.819002671,5.8390331,5.900227603,5.888839031,6.023550399,5.890630068
FERMT1,3.119108344,3.298589528,2.859559908,3.282497651,3.202058227,3.580235664,3.486719275,3.50302131,2.831697033,3.123066028,3.09321771
LOC149844,0.994265056,0.653456811,0.3575584,0.776259757,0.639200201,0.354636167,0.233931168,0.33411903,0.315872737,0.649183393,0.490623898
FGFR3P3,0,0,0,0,0,0,0.233931168,0,0,0,0
CASC20,0.114596401,0,0,0.12311737,0.213223904,0,0,0.33411903,0.218069761,0.11261059,0
BMP2,1.866119826,2.348338773,2.082171297,1.767786804,2.037691176,1.848339652,1.828838516,1.850428979,2.273409273,1.910816447,1.517649044
LINC01428,0,0,0,0,0,0,0,0,0,0,0
LINC01751,0,0,0,0,0,0,0,0,0,0,0
MIR8062,0,0,0,0,0,0,0,0,0,0,0
RN7SL547P,0,0,0,0,0,0,0,0,0,0,0
HAO1,0,0,0,0,0.398954152,0,0,0,0,0,0
TMX4,6.06727355,5.994965201,5.701768215,5.596742765,5.605942254,5.86571362,5.960238967,5.912763562,5.511870088,5.711185724,5.801238333
PLCB1,0.581141739,0.926244341,1.426283049,1.330245983,1.283022518,0.876557592,0.611744073,0.761245312,0.86067,1.391579599,1.249249957
PHKBP1,0,0,0,0,0,0,0,0,0,0,0
PLCB1-IT1,0,0,0,0,0,0,0,0,0,0,0
RNU105B,0,0,0,0,0,0,0,0,0,0,0
PLCB4,5.535648479,5.579444909,5.071490632,5.078247144,5.17791636,5.542501262,5.45208599,5.436470598,4.966670445,5.099505037,4.941615462
LAMP5-AS1,0,0,0,0,0,0,0,0,0,0,0
LAMP5,0.412172877,0.494914811,0.577438438,0.699195619,0.711145465,0.455808023,0.526156822,0.33411903,0.407464323,0.721996544,1.199227928
PAK5,0.220756191,0,0.3575584,0,0.309075793,0,0,0,0,0.11261059,0
ANKEF1,3.105315213,3.133483504,3.091461104,2.837319085,3.138243849,3.401552956,2.94285889,2.958989674,3.282429612,3.136446977,3.248853524
SNAP25-AS1,0,0.113497158,0.098033997,0,0,0,0,0,0.315872737,0.217064144,0
SNAP25,1.930113632,1.607004838,1.668904957,2.07281997,2.362097347,2.346831666,2.176547071,1.779190654,2.728917875,2.218232559,2.404236936
RPL23AP6,0,0,0,0,0,0,0,0,0,0,0
MKKS,4.055285126,3.990614237,3.726245094,4.112922549,3.961043613,4.101184314,3.773419347,3.897149506,4.015728995,3.814596134,3.752278977
SLX4IP,3.981698312,3.8502985,3.919635449,4.254320381,3.797152497,3.900446976,3.897896365,3.871691254,3.941060577,3.979594307,4.020588329
